Entity,Code,Year,Income classifications (World Bank (2017)),primary_key
Sao Tome and Principe,STP,1997,Low income,STP_1997
Sao Tome and Principe,STP,1998,Low income,STP_1998
Sao Tome and Principe,STP,1999,Low income,STP_1999
Sao Tome and Principe,STP,2000,Low income,STP_2000
Sao Tome and Principe,STP,2001,Low income,STP_2001
Sao Tome and Principe,STP,2002,Low income,STP_2002
Sao Tome and Principe,STP,2003,Low income,STP_2003
Sao Tome and Principe,STP,2004,Low income,STP_2004
Sao Tome and Principe,STP,2005,Low income,STP_2005
Sao Tome and Principe,STP,2006,Low income,STP_2006
Sao Tome and Principe,STP,2007,Low income,STP_2007
Sao Tome and Principe,STP,2008,Lower-middle income,STP_2008
Sao Tome and Principe,STP,2009,Lower-middle income,STP_2009
Sao Tome and Principe,STP,2010,Lower-middle income,STP_2010
Sao Tome and Principe,STP,2011,Lower-middle income,STP_2011
Sao Tome and Principe,STP,2012,Lower-middle income,STP_2012
Sao Tome and Principe,STP,2013,Lower-middle income,STP_2013
Sao Tome and Principe,STP,2014,Lower-middle income,STP_2014
Sao Tome and Principe,STP,2015,Lower-middle income,STP_2015
Sao Tome and Principe,STP,2016,Lower-middle income,STP_2016
Saudi Arabia,SAU,1987,High income,SAU_1987
Saudi Arabia,SAU,1988,High income,SAU_1988
Saudi Arabia,SAU,1989,High income,SAU_1989
Saudi Arabia,SAU,1990,Upper-middle income,SAU_1990
Saudi Arabia,SAU,1991,Upper-middle income,SAU_1991
Saudi Arabia,SAU,1992,Upper-middle income,SAU_1992
Saudi Arabia,SAU,1993,Upper-middle income,SAU_1993
Saudi Arabia,SAU,1994,Upper-middle income,SAU_1994
Saudi Arabia,SAU,1995,Upper-middle income,SAU_1995
Saudi Arabia,SAU,1996,Upper-middle income,SAU_1996
Saudi Arabia,SAU,1997,Upper-middle income,SAU_1997
Saudi Arabia,SAU,1998,Upper-middle income,SAU_1998
Saudi Arabia,SAU,1999,Upper-middle income,SAU_1999
Saudi Arabia,SAU,2000,Upper-middle income,SAU_2000
Saudi Arabia,SAU,2001,Upper-middle income,SAU_2001
Saudi Arabia,SAU,2002,Upper-middle income,SAU_2002
Saudi Arabia,SAU,2003,Upper-middle income,SAU_2003
Saudi Arabia,SAU,2004,High income,SAU_2004
Saudi Arabia,SAU,2005,High income,SAU_2005
Saudi Arabia,SAU,2006,High income,SAU_2006
Saudi Arabia,SAU,2007,High income,SAU_2007
Saudi Arabia,SAU,2008,High income,SAU_2008
Saudi Arabia,SAU,2009,High income,SAU_2009
Saudi Arabia,SAU,2010,High income,SAU_2010
Saudi Arabia,SAU,2011,High income,SAU_2011
Saudi Arabia,SAU,2012,High income,SAU_2012
Saudi Arabia,SAU,2013,High income,SAU_2013
Saudi Arabia,SAU,2014,High income,SAU_2014
Saudi Arabia,SAU,2015,High income,SAU_2015
Saudi Arabia,SAU,2016,High income,SAU_2016
Senegal,SEN,1987,Lower-middle income,SEN_1987
Senegal,SEN,1988,Lower-middle income,SEN_1988
Senegal,SEN,1989,Lower-middle income,SEN_1989
Senegal,SEN,1990,Lower-middle income,SEN_1990
Senegal,SEN,1991,Lower-middle income,SEN_1991
Senegal,SEN,1992,Lower-middle income,SEN_1992
Senegal,SEN,1993,Lower-middle income,SEN_1993
Senegal,SEN,1994,Low income,SEN_1994
Senegal,SEN,1995,Low income,SEN_1995
Senegal,SEN,1996,Low income,SEN_1996
Senegal,SEN,1997,Low income,SEN_1997
Senegal,SEN,1998,Low income,SEN_1998
Senegal,SEN,1999,Low income,SEN_1999
Senegal,SEN,2000,Low income,SEN_2000
Senegal,SEN,2001,Low income,SEN_2001
Senegal,SEN,2002,Low income,SEN_2002
Senegal,SEN,2003,Low income,SEN_2003
Senegal,SEN,2004,Low income,SEN_2004
Senegal,SEN,2005,Low income,SEN_2005
Senegal,SEN,2006,Low income,SEN_2006
Senegal,SEN,2007,Low income,SEN_2007
Senegal,SEN,2008,Low income,SEN_2008
Senegal,SEN,2009,Lower-middle income,SEN_2009
Senegal,SEN,2010,Lower-middle income,SEN_2010
Senegal,SEN,2011,Lower-middle income,SEN_2011
Senegal,SEN,2012,Lower-middle income,SEN_2012
Senegal,SEN,2013,Lower-middle income,SEN_2013
Senegal,SEN,2014,Lower-middle income,SEN_2014
Senegal,SEN,2015,Low income,SEN_2015
Senegal,SEN,2016,Low income,SEN_2016
Serbia,SRB,1987,Not categorized,SRB_1987
Serbia,SRB,1988,Not categorized,SRB_1988
Serbia,SRB,1989,Not categorized,SRB_1989
Serbia,SRB,1990,Not categorized,SRB_1990
Serbia,SRB,1991,Not categorized,SRB_1991
Serbia,SRB,1992,Lower-middle income,SRB_1992
Serbia,SRB,1993,Lower-middle income,SRB_1993
Serbia,SRB,1994,Lower-middle income,SRB_1994
Serbia,SRB,1995,Lower-middle income,SRB_1995
Serbia,SRB,1996,Lower-middle income,SRB_1996
Serbia,SRB,1997,Lower-middle income,SRB_1997
Serbia,SRB,1998,Lower-middle income,SRB_1998
Serbia,SRB,1999,Lower-middle income,SRB_1999
Serbia,SRB,2000,Lower-middle income,SRB_2000
Serbia,SRB,2001,Lower-middle income,SRB_2001
Serbia,SRB,2002,Lower-middle income,SRB_2002
Serbia,SRB,2003,Lower-middle income,SRB_2003
Serbia,SRB,2004,Lower-middle income,SRB_2004
Serbia,SRB,2005,Lower-middle income,SRB_2005
Serbia,SRB,2006,Upper-middle income,SRB_2006
Serbia,SRB,2007,Upper-middle income,SRB_2007
Serbia,SRB,2008,Upper-middle income,SRB_2008
Serbia,SRB,2009,Upper-middle income,SRB_2009
Serbia,SRB,2010,Upper-middle income,SRB_2010
Serbia,SRB,2011,Upper-middle income,SRB_2011
Serbia,SRB,2012,Upper-middle income,SRB_2012
Serbia,SRB,2013,Upper-middle income,SRB_2013
Serbia,SRB,2014,Upper-middle income,SRB_2014
Serbia,SRB,2015,Upper-middle income,SRB_2015
Serbia,SRB,2016,Upper-middle income,SRB_2016
Seychelles,SYC,1987,Upper-middle income,SYC_1987
Seychelles,SYC,1988,Upper-middle income,SYC_1988
Seychelles,SYC,1989,Upper-middle income,SYC_1989
Seychelles,SYC,1990,Upper-middle income,SYC_1990
Seychelles,SYC,1991,Upper-middle income,SYC_1991
Seychelles,SYC,1992,Upper-middle income,SYC_1992
Seychelles,SYC,1993,Upper-middle income,SYC_1993
Seychelles,SYC,1994,Upper-middle income,SYC_1994
Seychelles,SYC,1995,Upper-middle income,SYC_1995
Seychelles,SYC,1996,Upper-middle income,SYC_1996
Seychelles,SYC,1997,Upper-middle income,SYC_1997
Seychelles,SYC,1998,Upper-middle income,SYC_1998
Seychelles,SYC,1999,Upper-middle income,SYC_1999
Seychelles,SYC,2000,Upper-middle income,SYC_2000
Seychelles,SYC,2001,Upper-middle income,SYC_2001
Seychelles,SYC,2002,Upper-middle income,SYC_2002
Seychelles,SYC,2003,Upper-middle income,SYC_2003
Seychelles,SYC,2004,Upper-middle income,SYC_2004
Seychelles,SYC,2005,Upper-middle income,SYC_2005
Seychelles,SYC,2006,Upper-middle income,SYC_2006
Seychelles,SYC,2007,Upper-middle income,SYC_2007
Seychelles,SYC,2008,Upper-middle income,SYC_2008
Seychelles,SYC,2009,Upper-middle income,SYC_2009
Seychelles,SYC,2010,Upper-middle income,SYC_2010
Seychelles,SYC,2011,Upper-middle income,SYC_2011
Seychelles,SYC,2012,Upper-middle income,SYC_2012
Seychelles,SYC,2013,Upper-middle income,SYC_2013
Seychelles,SYC,2014,High income,SYC_2014
Seychelles,SYC,2015,High income,SYC_2015
Seychelles,SYC,2016,High income,SYC_2016
Sierra Leone,SLE,1987,Low income,SLE_1987
Sierra Leone,SLE,1988,Low income,SLE_1988
Sierra Leone,SLE,1989,Low income,SLE_1989
Sierra Leone,SLE,1990,Low income,SLE_1990
Sierra Leone,SLE,1991,Low income,SLE_1991
Sierra Leone,SLE,1992,Low income,SLE_1992
Sierra Leone,SLE,1993,Low income,SLE_1993
Sierra Leone,SLE,1994,Low income,SLE_1994
Sierra Leone,SLE,1995,Low income,SLE_1995
Sierra Leone,SLE,1996,Low income,SLE_1996
Sierra Leone,SLE,1997,Low income,SLE_1997
Sierra Leone,SLE,1998,Low income,SLE_1998
Sierra Leone,SLE,1999,Low income,SLE_1999
Sierra Leone,SLE,2000,Low income,SLE_2000
Sierra Leone,SLE,2001,Low income,SLE_2001
Sierra Leone,SLE,2002,Low income,SLE_2002
Sierra Leone,SLE,2003,Low income,SLE_2003
Sierra Leone,SLE,2004,Low income,SLE_2004
Sierra Leone,SLE,2005,Low income,SLE_2005
Sierra Leone,SLE,2006,Low income,SLE_2006
Sierra Leone,SLE,2007,Low income,SLE_2007
Sierra Leone,SLE,2008,Low income,SLE_2008
Sierra Leone,SLE,2009,Low income,SLE_2009
Sierra Leone,SLE,2010,Low income,SLE_2010
Sierra Leone,SLE,2011,Low income,SLE_2011
Sierra Leone,SLE,2012,Low income,SLE_2012
Sierra Leone,SLE,2013,Low income,SLE_2013
Sierra Leone,SLE,2014,Low income,SLE_2014
Sierra Leone,SLE,2015,Low income,SLE_2015
Sierra Leone,SLE,2016,Low income,SLE_2016
Singapore,SGP,1987,High income,SGP_1987
Singapore,SGP,1988,High income,SGP_1988
Singapore,SGP,1989,High income,SGP_1989
Singapore,SGP,1990,High income,SGP_1990
Singapore,SGP,1991,High income,SGP_1991
Singapore,SGP,1992,High income,SGP_1992
Singapore,SGP,1993,High income,SGP_1993
Singapore,SGP,1994,High income,SGP_1994
Singapore,SGP,1995,High income,SGP_1995
Singapore,SGP,1996,High income,SGP_1996
Singapore,SGP,1997,High income,SGP_1997
Singapore,SGP,1998,High income,SGP_1998
Singapore,SGP,1999,High income,SGP_1999
Singapore,SGP,2000,High income,SGP_2000
Singapore,SGP,2001,High income,SGP_2001
Singapore,SGP,2002,High income,SGP_2002
Singapore,SGP,2003,High income,SGP_2003
Singapore,SGP,2004,High income,SGP_2004
Singapore,SGP,2005,High income,SGP_2005
Singapore,SGP,2006,High income,SGP_2006
Singapore,SGP,2007,High income,SGP_2007
Singapore,SGP,2008,High income,SGP_2008
Singapore,SGP,2009,High income,SGP_2009
Singapore,SGP,2010,High income,SGP_2010
Singapore,SGP,2011,High income,SGP_2011
Singapore,SGP,2012,High income,SGP_2012
Singapore,SGP,2013,High income,SGP_2013
Singapore,SGP,2014,High income,SGP_2014
Singapore,SGP,2015,High income,SGP_2015
Singapore,SGP,2016,High income,SGP_2016
Sint Maarten (Dutch part),SXM,1987,Not categorized,SXM_1987
Sint Maarten (Dutch part),SXM,1988,Not categorized,SXM_1988
Sint Maarten (Dutch part),SXM,1989,Not categorized,SXM_1989
Sint Maarten (Dutch part),SXM,1990,Not categorized,SXM_1990
Sint Maarten (Dutch part),SXM,1991,Not categorized,SXM_1991
Sint Maarten (Dutch part),SXM,1992,Not categorized,SXM_1992
Sint Maarten (Dutch part),SXM,1993,Not categorized,SXM_1993
Sint Maarten (Dutch part),SXM,1994,Not categorized,SXM_1994
Sint Maarten (Dutch part),SXM,1995,Not categorized,SXM_1995
Sint Maarten (Dutch part),SXM,1996,Not categorized,SXM_1996
Sint Maarten (Dutch part),SXM,1997,Not categorized,SXM_1997
Sint Maarten (Dutch part),SXM,1998,Not categorized,SXM_1998
Sint Maarten (Dutch part),SXM,1999,Not categorized,SXM_1999
Sint Maarten (Dutch part),SXM,2000,Not categorized,SXM_2000
Sint Maarten (Dutch part),SXM,2001,Not categorized,SXM_2001
Sint Maarten (Dutch part),SXM,2002,Not categorized,SXM_2002
Sint Maarten (Dutch part),SXM,2003,Not categorized,SXM_2003
Sint Maarten (Dutch part),SXM,2004,Not categorized,SXM_2004
Sint Maarten (Dutch part),SXM,2005,Not categorized,SXM_2005
Sint Maarten (Dutch part),SXM,2006,Not categorized,SXM_2006
Sint Maarten (Dutch part),SXM,2007,Not categorized,SXM_2007
Sint Maarten (Dutch part),SXM,2008,Not categorized,SXM_2008
Sint Maarten (Dutch part),SXM,2009,Not categorized,SXM_2009
Sint Maarten (Dutch part),SXM,2010,High income,SXM_2010
Sint Maarten (Dutch part),SXM,2011,High income,SXM_2011
Sint Maarten (Dutch part),SXM,2012,High income,SXM_2012
Sint Maarten (Dutch part),SXM,2013,High income,SXM_2013
Sint Maarten (Dutch part),SXM,2014,High income,SXM_2014
Sint Maarten (Dutch part),SXM,2015,High income,SXM_2015
Sint Maarten (Dutch part),SXM,2016,High income,SXM_2016
Slovakia,SVK,1987,Not categorized,SVK_1987
Slovakia,SVK,1988,Not categorized,SVK_1988
Slovakia,SVK,1989,Not categorized,SVK_1989
Slovakia,SVK,1990,Not categorized,SVK_1990
Slovakia,SVK,1991,Not categorized,SVK_1991
Slovakia,SVK,1992,Lower-middle income,SVK_1992
Slovakia,SVK,1993,Lower-middle income,SVK_1993
Slovakia,SVK,1994,Lower-middle income,SVK_1994
Slovakia,SVK,1995,Lower-middle income,SVK_1995
Slovakia,SVK,1996,Upper-middle income,SVK_1996
Slovakia,SVK,1997,Upper-middle income,SVK_1997
Slovakia,SVK,1998,Upper-middle income,SVK_1998
Slovakia,SVK,1999,Upper-middle income,SVK_1999
Slovakia,SVK,2000,Upper-middle income,SVK_2000
Slovakia,SVK,2001,Upper-middle income,SVK_2001
Slovakia,SVK,2002,Upper-middle income,SVK_2002
Slovakia,SVK,2003,Upper-middle income,SVK_2003
Slovakia,SVK,2004,Upper-middle income,SVK_2004
Slovakia,SVK,2005,Upper-middle income,SVK_2005
Slovakia,SVK,2006,Upper-middle income,SVK_2006
Slovakia,SVK,2007,High income,SVK_2007
Slovakia,SVK,2008,High income,SVK_2008
Slovakia,SVK,2009,High income,SVK_2009
Slovakia,SVK,2010,High income,SVK_2010
Slovakia,SVK,2011,High income,SVK_2011
Slovakia,SVK,2012,High income,SVK_2012
Slovakia,SVK,2013,High income,SVK_2013
Slovakia,SVK,2014,High income,SVK_2014
Slovakia,SVK,2015,High income,SVK_2015
Slovakia,SVK,2016,High income,SVK_2016
Slovenia,SVN,1987,Not categorized,SVN_1987
Slovenia,SVN,1988,Not categorized,SVN_1988
Slovenia,SVN,1989,Not categorized,SVN_1989
Slovenia,SVN,1990,Not categorized,SVN_1990
Slovenia,SVN,1991,Not categorized,SVN_1991
Slovenia,SVN,1992,Upper-middle income,SVN_1992
Slovenia,SVN,1993,Upper-middle income,SVN_1993
Slovenia,SVN,1994,Upper-middle income,SVN_1994
Slovenia,SVN,1995,Upper-middle income,SVN_1995
Slovenia,SVN,1996,Upper-middle income,SVN_1996
Slovenia,SVN,1997,High income,SVN_1997
Slovenia,SVN,1998,High income,SVN_1998
Slovenia,SVN,1999,High income,SVN_1999
Slovenia,SVN,2000,High income,SVN_2000
Slovenia,SVN,2001,High income,SVN_2001
Slovenia,SVN,2002,High income,SVN_2002
Slovenia,SVN,2003,High income,SVN_2003
Slovenia,SVN,2004,High income,SVN_2004
Slovenia,SVN,2005,High income,SVN_2005
Slovenia,SVN,2006,High income,SVN_2006
Slovenia,SVN,2007,High income,SVN_2007
Slovenia,SVN,2008,High income,SVN_2008
Slovenia,SVN,2009,High income,SVN_2009
Slovenia,SVN,2010,High income,SVN_2010
Slovenia,SVN,2011,High income,SVN_2011
Slovenia,SVN,2012,High income,SVN_2012
Slovenia,SVN,2013,High income,SVN_2013
Slovenia,SVN,2014,High income,SVN_2014
Slovenia,SVN,2015,High income,SVN_2015
Slovenia,SVN,2016,High income,SVN_2016
Solomon Islands,SLB,1987,Low income,SLB_1987
Solomon Islands,SLB,1988,Lower-middle income,SLB_1988
Solomon Islands,SLB,1989,Low income,SLB_1989
Solomon Islands,SLB,1990,Low income,SLB_1990
Solomon Islands,SLB,1991,Low income,SLB_1991
Solomon Islands,SLB,1992,Lower-middle income,SLB_1992
Solomon Islands,SLB,1993,Lower-middle income,SLB_1993
Solomon Islands,SLB,1994,Lower-middle income,SLB_1994
Solomon Islands,SLB,1995,Lower-middle income,SLB_1995
Solomon Islands,SLB,1996,Lower-middle income,SLB_1996
Solomon Islands,SLB,1997,Lower-middle income,SLB_1997
Solomon Islands,SLB,1998,Low income,SLB_1998
Solomon Islands,SLB,1999,Low income,SLB_1999
Solomon Islands,SLB,2000,Low income,SLB_2000
Solomon Islands,SLB,2001,Low income,SLB_2001
Solomon Islands,SLB,2002,Low income,SLB_2002
Solomon Islands,SLB,2003,Low income,SLB_2003
Solomon Islands,SLB,2004,Low income,SLB_2004
Solomon Islands,SLB,2005,Low income,SLB_2005
Solomon Islands,SLB,2006,Low income,SLB_2006
Solomon Islands,SLB,2007,Low income,SLB_2007
Solomon Islands,SLB,2008,Lower-middle income,SLB_2008
Solomon Islands,SLB,2009,Low income,SLB_2009
Solomon Islands,SLB,2010,Lower-middle income,SLB_2010
Solomon Islands,SLB,2011,Lower-middle income,SLB_2011
Solomon Islands,SLB,2012,Lower-middle income,SLB_2012
Solomon Islands,SLB,2013,Lower-middle income,SLB_2013
Solomon Islands,SLB,2014,Lower-middle income,SLB_2014
Solomon Islands,SLB,2015,Lower-middle income,SLB_2015
Solomon Islands,SLB,2016,Lower-middle income,SLB_2016
Somalia,SOM,1987,Low income,SOM_1987
Somalia,SOM,1988,Low income,SOM_1988
Somalia,SOM,1989,Low income,SOM_1989
Somalia,SOM,1990,Low income,SOM_1990
Somalia,SOM,1991,Low income,SOM_1991
Somalia,SOM,1992,Low income,SOM_1992
Somalia,SOM,1993,Low income,SOM_1993
Somalia,SOM,1994,Low income,SOM_1994
Somalia,SOM,1995,Low income,SOM_1995
Somalia,SOM,1996,Low income,SOM_1996
Somalia,SOM,1997,Low income,SOM_1997
Somalia,SOM,1998,Low income,SOM_1998
Somalia,SOM,1999,Low income,SOM_1999
Somalia,SOM,2000,Low income,SOM_2000
Somalia,SOM,2001,Low income,SOM_2001
Somalia,SOM,2002,Low income,SOM_2002
Somalia,SOM,2003,Low income,SOM_2003
Somalia,SOM,2004,Low income,SOM_2004
Somalia,SOM,2005,Low income,SOM_2005
Somalia,SOM,2006,Low income,SOM_2006
Somalia,SOM,2007,Low income,SOM_2007
Somalia,SOM,2008,Low income,SOM_2008
Somalia,SOM,2009,Low income,SOM_2009
Somalia,SOM,2010,Low income,SOM_2010
Somalia,SOM,2011,Low income,SOM_2011
Somalia,SOM,2012,Low income,SOM_2012
Somalia,SOM,2013,Low income,SOM_2013
Somalia,SOM,2014,Low income,SOM_2014
Somalia,SOM,2015,Low income,SOM_2015
Somalia,SOM,2016,Low income,SOM_2016
South Africa,ZAF,1987,Lower-middle income,ZAF_1987
South Africa,ZAF,1988,Upper-middle income,ZAF_1988
South Africa,ZAF,1989,Upper-middle income,ZAF_1989
South Africa,ZAF,1990,Upper-middle income,ZAF_1990
South Africa,ZAF,1991,Upper-middle income,ZAF_1991
South Africa,ZAF,1992,Upper-middle income,ZAF_1992
South Africa,ZAF,1993,Upper-middle income,ZAF_1993
South Africa,ZAF,1994,Upper-middle income,ZAF_1994
South Africa,ZAF,1995,Upper-middle income,ZAF_1995
South Africa,ZAF,1996,Upper-middle income,ZAF_1996
South Africa,ZAF,1997,Upper-middle income,ZAF_1997
South Africa,ZAF,1998,Lower-middle income,ZAF_1998
South Africa,ZAF,1999,Upper-middle income,ZAF_1999
South Africa,ZAF,2000,Upper-middle income,ZAF_2000
South Africa,ZAF,2001,Lower-middle income,ZAF_2001
South Africa,ZAF,2002,Lower-middle income,ZAF_2002
South Africa,ZAF,2003,Lower-middle income,ZAF_2003
South Africa,ZAF,2004,Upper-middle income,ZAF_2004
South Africa,ZAF,2005,Upper-middle income,ZAF_2005
South Africa,ZAF,2006,Upper-middle income,ZAF_2006
South Africa,ZAF,2007,Upper-middle income,ZAF_2007
South Africa,ZAF,2008,Upper-middle income,ZAF_2008
South Africa,ZAF,2009,Upper-middle income,ZAF_2009
South Africa,ZAF,2010,Upper-middle income,ZAF_2010
South Africa,ZAF,2011,Upper-middle income,ZAF_2011
South Africa,ZAF,2012,Upper-middle income,ZAF_2012
South Africa,ZAF,2013,Upper-middle income,ZAF_2013
South Africa,ZAF,2014,Upper-middle income,ZAF_2014
South Africa,ZAF,2015,Upper-middle income,ZAF_2015
South Africa,ZAF,2016,Upper-middle income,ZAF_2016
South Korea,KOR,1987,Upper-middle income,KOR_1987
South Korea,KOR,1988,Upper-middle income,KOR_1988
South Korea,KOR,1989,Upper-middle income,KOR_1989
South Korea,KOR,1990,Upper-middle income,KOR_1990
South Korea,KOR,1991,Upper-middle income,KOR_1991
South Korea,KOR,1992,Upper-middle income,KOR_1992
South Korea,KOR,1993,Upper-middle income,KOR_1993
South Korea,KOR,1994,Upper-middle income,KOR_1994
South Korea,KOR,1995,High income,KOR_1995
South Korea,KOR,1996,High income,KOR_1996
South Korea,KOR,1997,High income,KOR_1997
South Korea,KOR,1998,Upper-middle income,KOR_1998
South Korea,KOR,1999,Upper-middle income,KOR_1999
South Korea,KOR,2000,Upper-middle income,KOR_2000
South Korea,KOR,2001,High income,KOR_2001
South Korea,KOR,2002,High income,KOR_2002
South Korea,KOR,2003,High income,KOR_2003
South Korea,KOR,2004,High income,KOR_2004
South Korea,KOR,2005,High income,KOR_2005
South Korea,KOR,2006,High income,KOR_2006
South Korea,KOR,2007,High income,KOR_2007
South Korea,KOR,2008,High income,KOR_2008
South Korea,KOR,2009,High income,KOR_2009
South Korea,KOR,2010,High income,KOR_2010
South Korea,KOR,2011,High income,KOR_2011
South Korea,KOR,2012,High income,KOR_2012
South Korea,KOR,2013,High income,KOR_2013
South Korea,KOR,2014,High income,KOR_2014
South Korea,KOR,2015,High income,KOR_2015
South Korea,KOR,2016,High income,KOR_2016
South Sudan,SSD,1987,Not categorized,SSD_1987
South Sudan,SSD,1988,Not categorized,SSD_1988
South Sudan,SSD,1989,Not categorized,SSD_1989
South Sudan,SSD,1990,Not categorized,SSD_1990
South Sudan,SSD,1991,Not categorized,SSD_1991
South Sudan,SSD,1992,Not categorized,SSD_1992
South Sudan,SSD,1993,Not categorized,SSD_1993
South Sudan,SSD,1994,Not categorized,SSD_1994
South Sudan,SSD,1995,Not categorized,SSD_1995
South Sudan,SSD,1996,Not categorized,SSD_1996
South Sudan,SSD,1997,Not categorized,SSD_1997
South Sudan,SSD,1998,Not categorized,SSD_1998
South Sudan,SSD,1999,Not categorized,SSD_1999
South Sudan,SSD,2000,Not categorized,SSD_2000
South Sudan,SSD,2001,Not categorized,SSD_2001
South Sudan,SSD,2002,Not categorized,SSD_2002
South Sudan,SSD,2003,Not categorized,SSD_2003
South Sudan,SSD,2004,Not categorized,SSD_2004
South Sudan,SSD,2005,Not categorized,SSD_2005
South Sudan,SSD,2006,Not categorized,SSD_2006
South Sudan,SSD,2007,Not categorized,SSD_2007
South Sudan,SSD,2008,Not categorized,SSD_2008
South Sudan,SSD,2009,Not categorized,SSD_2009
South Sudan,SSD,2010,Not categorized,SSD_2010
South Sudan,SSD,2011,Lower-middle income,SSD_2011
South Sudan,SSD,2012,Low income,SSD_2012
South Sudan,SSD,2013,Lower-middle income,SSD_2013
South Sudan,SSD,2014,Low income,SSD_2014
South Sudan,SSD,2015,Low income,SSD_2015
South Sudan,SSD,2016,Low income,SSD_2016
Spain,ESP,1987,High income,ESP_1987
Spain,ESP,1988,High income,ESP_1988
Spain,ESP,1989,High income,ESP_1989
Spain,ESP,1990,High income,ESP_1990
Spain,ESP,1991,High income,ESP_1991
Spain,ESP,1992,High income,ESP_1992
Spain,ESP,1993,High income,ESP_1993
Spain,ESP,1994,High income,ESP_1994
Spain,ESP,1995,High income,ESP_1995
Spain,ESP,1996,High income,ESP_1996
Spain,ESP,1997,High income,ESP_1997
Spain,ESP,1998,High income,ESP_1998
Spain,ESP,1999,High income,ESP_1999
Spain,ESP,2000,High income,ESP_2000
Spain,ESP,2001,High income,ESP_2001
Spain,ESP,2002,High income,ESP_2002
Spain,ESP,2003,High income,ESP_2003
Spain,ESP,2004,High income,ESP_2004
Spain,ESP,2005,High income,ESP_2005
Spain,ESP,2006,High income,ESP_2006
Spain,ESP,2007,High income,ESP_2007
Spain,ESP,2008,High income,ESP_2008
Spain,ESP,2009,High income,ESP_2009
Spain,ESP,2010,High income,ESP_2010
Spain,ESP,2011,High income,ESP_2011
Spain,ESP,2012,High income,ESP_2012
Spain,ESP,2013,High income,ESP_2013
Spain,ESP,2014,High income,ESP_2014
Spain,ESP,2015,High income,ESP_2015
Spain,ESP,2016,High income,ESP_2016
Sri Lanka,LKA,1987,Low income,LKA_1987
Sri Lanka,LKA,1988,Low income,LKA_1988
Sri Lanka,LKA,1989,Low income,LKA_1989
Sri Lanka,LKA,1990,Low income,LKA_1990
Sri Lanka,LKA,1991,Low income,LKA_1991
Sri Lanka,LKA,1992,Low income,LKA_1992
Sri Lanka,LKA,1993,Low income,LKA_1993
Sri Lanka,LKA,1994,Low income,LKA_1994
Sri Lanka,LKA,1995,Low income,LKA_1995
Sri Lanka,LKA,1996,Low income,LKA_1996
Sri Lanka,LKA,1997,Lower-middle income,LKA_1997
Sri Lanka,LKA,1998,Lower-middle income,LKA_1998
Sri Lanka,LKA,1999,Lower-middle income,LKA_1999
Sri Lanka,LKA,2000,Lower-middle income,LKA_2000
Sri Lanka,LKA,2001,Lower-middle income,LKA_2001
Sri Lanka,LKA,2002,Lower-middle income,LKA_2002
Sri Lanka,LKA,2003,Lower-middle income,LKA_2003
Sri Lanka,LKA,2004,Lower-middle income,LKA_2004
Sri Lanka,LKA,2005,Lower-middle income,LKA_2005
Sri Lanka,LKA,2006,Lower-middle income,LKA_2006
Sri Lanka,LKA,2007,Lower-middle income,LKA_2007
Sri Lanka,LKA,2008,Lower-middle income,LKA_2008
Sri Lanka,LKA,2009,Lower-middle income,LKA_2009
Sri Lanka,LKA,2010,Lower-middle income,LKA_2010
Sri Lanka,LKA,2011,Lower-middle income,LKA_2011
Sri Lanka,LKA,2012,Lower-middle income,LKA_2012
Sri Lanka,LKA,2013,Lower-middle income,LKA_2013
Sri Lanka,LKA,2014,Lower-middle income,LKA_2014
Sri Lanka,LKA,2015,Lower-middle income,LKA_2015
Sri Lanka,LKA,2016,Lower-middle income,LKA_2016
Sudan,SDN,1987,Low income,SDN_1987
Sudan,SDN,1988,Low income,SDN_1988
Sudan,SDN,1989,Low income,SDN_1989
Sudan,SDN,1990,Low income,SDN_1990
Sudan,SDN,1991,Low income,SDN_1991
Sudan,SDN,1992,Low income,SDN_1992
Sudan,SDN,1993,Low income,SDN_1993
Sudan,SDN,1994,Low income,SDN_1994
Sudan,SDN,1995,Low income,SDN_1995
Sudan,SDN,1996,Low income,SDN_1996
Sudan,SDN,1997,Low income,SDN_1997
Sudan,SDN,1998,Low income,SDN_1998
Sudan,SDN,1999,Low income,SDN_1999
Sudan,SDN,2000,Low income,SDN_2000
Sudan,SDN,2001,Low income,SDN_2001
Sudan,SDN,2002,Low income,SDN_2002
Sudan,SDN,2003,Low income,SDN_2003
Sudan,SDN,2004,Low income,SDN_2004
Sudan,SDN,2005,Low income,SDN_2005
Sudan,SDN,2006,Low income,SDN_2006
Sudan,SDN,2007,Lower-middle income,SDN_2007
Sudan,SDN,2008,Lower-middle income,SDN_2008
Sudan,SDN,2009,Lower-middle income,SDN_2009
Sudan,SDN,2010,Lower-middle income,SDN_2010
Sudan,SDN,2011,Lower-middle income,SDN_2011
Sudan,SDN,2012,Lower-middle income,SDN_2012
Sudan,SDN,2013,Lower-middle income,SDN_2013
Sudan,SDN,2014,Lower-middle income,SDN_2014
Sudan,SDN,2015,Lower-middle income,SDN_2015
Sudan,SDN,2016,Lower-middle income,SDN_2016
Suriname,SUR,1987,Upper-middle income,SUR_1987
Suriname,SUR,1988,Upper-middle income,SUR_1988
Suriname,SUR,1989,Upper-middle income,SUR_1989
Suriname,SUR,1990,Upper-middle income,SUR_1990
